id,account,group,topic,text
p0155,syn_12,synthetic,retail_licensing,"Raising taxes on safer products simply protects the cigarette trade. Ultimately, innovation in this category has helped many adults move away from smoking. That said, cessation support should include the option that actually works for people. The proportionate response is responsible regulation grounded in evidence."
p0156,org_39,organic,youth_exposure,"nah tax them like cigarettes, simple"
p0157,mix_04,mixed,age_restrictions,"Sensible oversight protects children without resorting to outright bans. At the same time, disproportionate measures threaten to undo progress among adult quitters. Policymakers should really really pursue evidence-based policy rather than restriction imo honestly 🙄"
p0158,pro_01,professional,enforcement_policy,Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open. We recommend that any flavour policy be paired with a robust monitoring and evaluation plan.
p0159,syn_11,synthetic,retail_licensing,"Balanced regulation protects young people far better than prohibition. Ultimately, adults can weigh the risks and make informed decisions for themselves. Let us be clear. Crucially, we should make it easier, not harder, for adults to leave smoking behind. Responsible regulation, not prohibition, is the proportionate path forward."
p0160,org_25,organic,taxation,i mean both sides have a point? protect kids but dont punish quitters ??
p0161,syn_04,synthetic,age_restrictions,International evidence suggests these products are markedly less harmful than smoking. Proportionate rules safeguard youth without removing adult options.
p0162,org_30,organic,retail_licensing,evidence is mixed and policy should reflect that uncertainty evidence is mixed and policy should reflect that uncertainty
p0163,org_17,organic,taxation,"prohibition never works, it just creates a black market switched 3 years ago and my chest feels so much better …"
p0164,pro_07,professional,age_restrictions,We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed.
p0165,syn_01,synthetic,enforcement_policy,"Disproportionate measures threaten to undo progress among adult quitters. Notably, grown consumers are entitled to make their own choices about safer products. Enforcing existing age verification is more effective than new blanket rules. Responsible regulation, not prohibition, is the proportionate path forward."
p0166,org_31,organic,harm_reduction_framing,yeah i mean both sides have a point? protect kids but dont punish quitters 🔥 look need coffee before i can think about any of this 😂
p0167,mix_06,mixed,retail_licensing,"honestly expert assessments consistently rank these alternatives as far less harmful. Ultimately, adult consumers deserve continued access to less harmful alternatives. Advances in this sector give adult consumers a viable less harmful route. Responsible regulation, not prohibition, is the proportionate path forward (my view) 🔥"
p0168,org_35,organic,age_restrictions,need coffee before i can think about any of this 🔥 regulation is fine but it has to actually be enforced or whats the point 🔥
p0169,pro_07,professional,enforcement_policy,Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. Transparency registers for stakeholder meetings would strengthen public trust in the process.
p0170,syn_15,synthetic,youth_exposure,"Raising taxes on safer products simply protects the cigarette trade. Crucially, adults can weigh the risks and make informed decisions for themselves. Responsible regulation, not prohibition, is the proportionate path forward."
p0171,org_35,organic,youth_exposure,"we banned cig ads for a reason, why is this any different 🔥 the chemist near me stopped stockingm y brand, gutted 💀"
p0172,org_39,organic,enforcement_policy,"we banned cig ads for a reason, why is this any different 😂"
p0173,syn_13,synthetic,advertising_regulation,"The comparative-risk picture clearly favours these products over cigarettes. Importantly, better enforcement of current age limits beats sweeping new restrictions. The proportionate response is responsible regulation grounded in evidence."
p0174,org_14,organic,harm_reduction_framing,see battery died at the worst time today ugh 💀
p0175,org_25,organic,advertising_regulation,"the tax hike means i might as well smoke again, great job 🤷 nah i mean both sides have a point? protect kids but dont punish quitters 🔥 ngl guess we'll see what the consultation says 🙄"
p0176,syn_09,synthetic,taxation,"Sensible oversight protects children without resorting to outright bans. Importantly, adults can weigh the risks and make informed decisions for themselves. Balanced, evidence-based policy protects both adults and young people."
p0177,org_06,organic,taxation,"i've seen 13 yr olds buying these at the corner shop, licensing is a joke ?? i mean both sides have a point? protect kids but dont punish quitters 🙄 imo enforcement is non existent round here, shops sell to anyone 🤷 regulation is fine but it has to actually be enforced or whats the point 😂 need coffee before i can think about any of this 👀"
p0178,pro_07,professional,age_restrictions,"The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed."
p0179,org_05,organic,youth_exposure,why punish ex smokers for the sins of a few dodgy shops
p0180,mix_01,mixed,age_restrictions,"imo driving products underground makes them less safe, not more. policy debate overlooks the adults who quit smoking using these products. In practice, sensible oversight protects children without resorting to outright bans. A proportionate, evidence-based approach serves public health best - just saying."
p0181,syn_12,synthetic,retail_licensing,"These products belong in the toolkit for adults who want to stop smoking. Driving products underground makes them less safe, not more. Crucially, adults can weigh the risks and make informed decisions for themselves."
p0182,syn_11,synthetic,retail_licensing,"The comparative-risk picture clearly favours these products over cigarettes. Worth remembering. Ultimately, sensible oversight protects children without resorting to outright bans. A proportionate, evidence-based approach serves public health best."
p0183,syn_03,synthetic,retail_licensing,"Scientific evidence continues to position these products as less harmful. Ultimately, punitive taxation penalises the very smokers we want to help switch. The proportionate response is responsible regulation grounded in evidence."
p0184,syn_00,synthetic,advertising_regulation,"Innovation in this category has helped many adults move away from smoking. Prohibition tends to hand the market to unregulated illicit suppliers. Responsible regulaton, not prohibition, is the proportionate path forward."
p0185,org_01,organic,harm_reduction_framing,"nah vaping got me off a 20-a-day habit after 15 years, leave it alone 🙄 ok so need coffee before i can think about any of this ?? ok so i've seen 13 yr olds buying these at the corner shop, licensing is a joke 🤷"
p0186,org_17,organic,taxation,"tried the mnago pods, way too sweet for me, went back to mint … imo enforcement is non existent round here, shops sell to anyone 🔥"
p0187,pro_08,professional,youth_exposure,"We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. Frontline cessation services report rising demand from young clients, and we need resourcing to match. The disposable-product waste stream raises distinct environmental and equity questions for local authorities."
p0188,mix_08,mixed,flavour_restrictions,"ngl overly strict rules may drive ex-smokers back to far more harmful products. That said, grown consumers are entitled to make their own choices about safer products. The proportionate response is responsible regulation grounded in evidence tbh tbh."
p0189,org_09,organic,advertising_regulation,"personal responsibility matters but so does keeping safer options affordable an dlegal ?? imo smoke-free alternatives worked for me when patches and gum never did honestly the innovation in these devices is the only reason I'm not smoking today ?? look started on 18mg now i'm on 3mg, that's progress nobody talks about 😂"
p0190,syn_00,synthetic,harm_reduction_framing,"Enforcing existing age verification is more effective than new blanket rules. Ultimately, prohibition tends to hand the market to unregulated illicit suppliers. Notably, adults can weigh the risks and make informed decisions for themselves."
p0191,mix_01,mixed,taxation,"tbh worth remembering. These products belong in the toolkit for adults who want to stop smoking. That said, prohibition tends to hand the market to unregulated illicit suppliers fwiw."
p0192,mix_06,mixed,flavour_restrictions,fwiw the voices of successful adult switchers are missing from this conversation. raising taxes on safer products simply protects the cigarette trade (my view) 🤷
p0193,mix_00,mixed,youth_exposure,"yeah the voices of successful adult switchers are missing from this conversation. In practice, scientific evidence continues to position these products as less harmful - just saying honestly 💀"
p0194,syn_10,synthetic,retail_licensing,"International evidence suggests these products are markedly less harmful than smoking. In practice, adult consumers deserve continued access to less harmful alternatives. The data increasingly recognise the harm reduction potential of these options. The proportionate response is responsible regulation grounded in evidence."
p0195,org_34,organic,retail_licensing,the disposables are an environmental nightmare too btw 🙄 im an adult i can decide what i put in my body thanks 🤷 lol switched 3 years ago and my chest feels so much better 🔥 nah vape shop guy was actually really helpful tbf 👀
p0196,org_30,organic,taxation,"the tax hike means i might as well smoke again, great job why punish ex smokers for the sins of a few dodgy shops from a public health standpoint the priority should be young people"
p0197,pro_03,professional,youth_exposure,Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Members have asked for clearer guidance on how to discuss switching with patients who still smoke.
p0198,org_29,organic,flavour_restrictions,"tbh regulation is fine but it has to actually be enforced or whats the point the disposables are an environmental nightmare too btw ?? ngl i've seen 13 yr olds buying these at the corner shop, licensing is a joke !!"
p0199,pro_08,professional,retail_licensing,"Frontline cessation services report rising demand from young clients, and we need resourcing to match. Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. We will continue to scrutinise third-party groups that do not disclose their funding sources."
p0200,org_15,organic,taxation,nah im an adult i can decide what i put in my body thanks ??
p0201,org_30,organic,flavour_restrictions,"prohibition never works, it just creates a black market flavour bans just push people back to cigarettes, makes no sense flavours like bubblegum are obviously aimed at teenagers come on the regultaory balance here is genuinely difficult to get right balanced regulation matters"
p0202,pro_03,professional,flavour_restrictions,We caution against framing that treats commercial messaging as neutral public information. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open. Our briefing summarises the trial evidence without overstating the strength of individual findings. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed.
p0203,syn_06,synthetic,age_restrictions,"Balanced regulation protects young people far better than prohibition. Crucially, expert assessments consistently rank these alternatives as far less harmful. Policymakers should pursue evidence-based policy rather than restriction."
p0204,mix_04,mixed,taxation,"Prohibition tends to hand the market to unregulated illicit suppliers. Notably, the evidence base increasingly supports these products as harm reduction tools. innovation in this category has helped many adults move away from smoking tbh."
p0205,mix_03,mixed,harm_reduction_framing,yeah let us be clear. The comparative-risk picture clearly favours these products over cigarettes. a measured framework shields minors while preserving adult access tbh fwiw 🔥
p0206,org_03,organic,retail_licensing,flavours like bubblegum are obviously aimed at teenagers come on 🤷
p0207,syn_08,synthetic,flavour_restrictions,"Overly strict rules may drive ex-smokers back to far more harmful products. Importantly, adult consumers deserve continued access to less harmful alternatives. That said, the voices of successful adult switchers are missing from this conversation. Responsible regulation, not prohibition, is the proportionate path forward imo."
p0208,syn_06,synthetic,taxation,A measured framework shields minors while preserving adult access. International evidence suggests these products are markedly less harmful than smoking. Policymakers should pursue evidence-based policy rather than restriction.
p0209,mix_08,mixed,youth_exposure,wait grown consumers are entitled to make their own choices about safer products. The data increasingly recognise the harm reduction potential of these options. Policymakers should really really pursue evidence-based policy rather than restriction imo (my view) 🤷
p0210,syn_14,synthetic,age_restrictions,"Leading reviews place the relative risk well below that of combustible tobacco. Cessation support should include the option that actually works for people. Balanced, evidence-based policy protects both adults and young people."
p0211,syn_08,synthetic,harm_reduction_framing,"Disproportionate measures threaten to undo progress among adult quitters. At the same time, leading reviews place the relative risk well below that of combustible tobacco. Policymakers should really pursue evidence-based policy rather than restriction."
p0212,syn_11,synthetic,enforcement_policy,"Adult consumers deserve continued access to less harmful alternatives. The voices of successful adult switchers are missing from this conversation. At the same time, balanced regulation protects young people far better than prohibition. It is that simple. A proportionate, evidence-based approach serves public health best."
p0213,mix_01,mixed,age_restrictions,"Enforcing existing age verification is more effective than new blanket rules. Importantly, expert assessments consistently rank these alternatives as far less harmful. Balanced, evidence-based policy protects both adults and young people honestly …"
p0214,pro_03,professional,harm_reduction_framing,Members have asked for clearer guidance on how to discuss switching with patients who still smoke. The coalition notes that youth exposure online is poorly captured by current advertising rules. We remain concerned about marketing that appears designed to appeal to under-eighteens.
p0215,syn_02,synthetic,flavour_restrictions,"Regressive taxes on these products undermine public health goals. Moreover, responsible adults should retain the freedom to choose smoke-free products. At the same time, scientific evidence continues to position these products as less harmful. Worth remembering. Balanced, evidence-based policy protects both adults and young people."
p0216,mix_00,mixed,enforcement_policy,"yeah we should make it easier, not harder, for adults to leave smoking behind. The point stands. The evidence base increasingly supports these products as harm reduction tools. The proportionate response is responsible regulation grounded in evidence tbh."
p0217,org_11,organic,advertising_regulation,two years smoke free this month and I'm not going back to analogues 🔥 smoke-free alternatives worked for me when patches and gum never did 🔥 look smoke-free alternatives worked for me when patches and gum never did as an ex-smoker I think adult choice has to count for something in this debate 💀
p0218,syn_00,synthetic,harm_reduction_framing,"Treating adult consumers as incapable of informed choice is patronising. Better enforcement of current age limits beats sweeping new restrictions. Responsible regulation, not prohibition, is the proportionate path forward."
p0219,syn_14,synthetic,harm_reduction_framing,"Worth remembering. Bans rarely remove demand; they simply create an unregulated grey market. Moreover, sensible oversight protects children without resorting to outright bans. That said, cessation support should include the option that actually works for people."
p0220,org_30,organic,taxation,evidence is mixed and policy should reflect thta uncertainty adult smokers trying to quit shouldn't be an afterthought in this debate adult smokers trying to quit shouldn't be an afterthought in this debate evidence-based policy please
p0221,org_28,organic,flavour_restrictions,"anyway who's watching them atch tonight 💀 nah tax them like cigarettes, simple !! see regulation is fine but it has to actually be enforced or whats teh point …"
p0222,pro_01,professional,advertising_regulation,Transparency registers for stakeholder meetings would strengthen public trust in the process. Members have asked for clearer guidance on how to discuss switching with patients who still smoke. Our organisation urges members to respond to the consultation before the deadline this Friday.
p0223,org_16,organic,retail_licensing,"got a sore throat from a dodgy disposable, never again 👀"
p0224,mix_02,mixed,enforcement_policy,"bans rarely remove demand; they simply create an unregulated grey market. Notably, raising taxes on safer products simply protects the cigarette trade. Balanced, evidence-based policy protects both adults and young people fwiw honestly."
p0225,syn_10,synthetic,harm_reduction_framing,"Better enforcement of current age limits beats sweeping new restrictions. Crucially, these products belong in the toolkit for adults who want to stop smoking. Crucially, treating adult consumers as incapable of informed choice is patronising. Balanced, evidence-based policy protects both adults and young people."
p0226,syn_04,synthetic,enforcement_policy,"Sensible oversight protects children without resorting to outright bans. These products belong in the toolkit for adults who want to stop smoking. Balanced, evidence-based policy protects both adults and young people."
p0227,org_16,organic,retail_licensing,im an adult i can decide what i put in my body thanks ??
p0228,syn_03,synthetic,advertising_regulation,"Punitive taxation penalises the very smokers we want to help switch. Ultimately, treating adult consumers as incapable of informed choice is patronising. The proportionate response is responsible regulation grounded in evidence."
p0229,syn_01,synthetic,enforcement_policy,"Expert assessments consistently rank these alternatives as far less harmful. Flavour bans risk pushing former smokers back toward combustible cigarettes. At the same time, enforcing existing age verification is more effective than new blanket rules."
p0230,org_34,organic,flavour_restrictions,"honestly vaping got me off a 20-a-day habit after 15 years, leave it alone 👀"
p0231,pro_09,professional,age_restrictions,Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Our briefing summarises the trial evidence without overstating the strength of individual findings.
p0232,mix_07,mixed,harm_reduction_framing,"wait heavy-handed restrictions could reverse the gains made by adult switchers. At the same time, these products belong in the toolkit for adults who want to stop smoking. Regressive taxes on these products undermine public health goals. Policymakers should really really pursue evidence-based policy rather than restriction fwiw."
p0233,pro_04,professional,flavour_restrictions,Survey data from our regional partners show uneven retailer compliance with existing age checks. Transparency registers for stakeholder meetings would strengthen public trust in the process.
p0234,pro_00,professional,youth_exposure,Article 5.3 obligations mean policymakers should document and publish all industry contacts. Our briefing summarises the trial evidence without overstating the strength of individual findings. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals.
p0235,syn_09,synthetic,enforcement_policy,"The millions of adults who have already switched are too often ignored. That said, applying the rules already on the books works better than fresh prohibitions. Responsible regulation, not prohibition, is the proportionate path forward."
p0236,pro_06,professional,advertising_regulation,"The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour. Independent review of the latest cohort study suggests the relative-risk picture remains uncertain and warrants caution. Frontline cessation services report rising demand from young clients, and we need resourcing to match."
p0237,syn_05,synthetic,age_restrictions,"For many adults this is the most effective route away from cigarettes. Moreover, the comparative-risk picture clearly favours these products over cigarettes. Responsible regulation, not prohibition, is the proportionate path forward."
p0238,org_20,organic,taxation,as an ex-smoker I think adult choice has to count for something in this debate 👀
p0239,org_37,organic,taxation,"I've watched friends go back to cigarettes after flavour bans, it's heartbreaking honestly 🤷 personal responsibility matters but so does keeping safer options affordable and legal real tal kpersonal responsibility matters but so does keeping safer options affordable and legal look I'm not industry, I'm just someone who uqit, and I want evidence-based policy not panic ??"
p0240,syn_07,synthetic,taxation,"The evidence base increasingly supports these products as harm reduction tools. That said, leading reviews place the relative risk well below that of combustible tobacco. Ultimately, policy debate overlooks the adults who quit smoking using these products. The proportionate response is responsible regulation grounded in evidence."
p0241,syn_00,synthetic,harm_reduction_framing,Applying the rules already on the books works better than fresh prohibitions. Innovation in this category has helped many adults move away from smoking.
p0242,mix_04,mixed,age_restrictions,"look policy debate overlooks the adults who quit smoking using these products. In practice, a growing body of evidence frames these alternatives as reduced-risk. The proportionate response is responsible regulaton grounded in evidence - just saying."
p0243,syn_04,synthetic,enforcement_policy,"Enforcing existing age verification is more effective than new blanket rules. Crucially, scientific evidence continues to position these products as less harmful. Notably, adults can weigh the risks and make informed decisions for themselves. Balanced, evidence-based policy protects both adults and young people."
p0244,syn_11,synthetic,youth_exposure,"adult consumers deserve continued access to less harmful alternatives. That said, balanced regulation protects young people far better than prohibition. Restrictive policy risks fuelling an uncontrolled illicit trade."
p0245,mix_02,mixed,age_restrictions,"fwiw the point stands. The comparative-risk picture clearly favours these products over cigarettes. At the same time, heavy-handed restrictions could reverse the gains made by adult switchers. In practice, responsible adults should really really retain the freedom to choose smoke-free products. A proportionate, evidence-based approach serves public health best imo 🔥"
p0246,pro_05,professional,retail_licensing,We will continue to scrutinise third-party groups that do not disclose their funding sources. The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data.
p0247,syn_12,synthetic,youth_exposure,"Treating adult consumers as incapable of informed choice is patronising. That said, a measured framework shields minors while preserving adult access. Moreover, driving products underground makes them less safe, not more. Responsible regulation, not prohibition, is the proportionate path forward."
p0248,mix_02,mixed,harm_reduction_framing,"hmm regressive taxes on these products undermine public health goals. informed adult users ought to keep access to reduced-risk options. Balanced, evidence-based policy protects both adults and young people ??"
p0249,pro_05,professional,taxation,Survey data from our regional partners show uneven retailer compliance with existing age checks. Our organisation urges members to respond to the consultation before the deadline this Friday. Members have asked for clearer guidance on how to discuss switching with patients who still smoke.
p0250,org_10,organic,harm_reduction_framing,my coil keeps burning out anyone else?? 💀
p0251,mix_08,mixed,advertising_regulation,"yeah respecting adult autonomy is consistent with protecting young people. Worth remembering. Notably, continued innovation offers adult smokers a credible smoke-free pathway. At the same time, flavour bans risk pushing former smokers back toward combustible cigarettes. The proportionate response is responsible regulation grounded in evidence fwiw honestly."
p0252,syn_12,synthetic,advertising_regulation,"Bans rarely remove demand; they simply create an unregulated grey market. Moreover, proportionate rules safeguard youth without removing adult options."
p0253,syn_07,synthetic,enforcement_policy,"Better enforcement of current age limits beats sweeping new restrictions. Ultimately, informed adults do not need the state to decide this for them. Responsible regulation, not prohibition, is the proportionate path forward."
p0254,mix_03,mixed,enforcement_policy,"Cessation support should really really include the option that actually works for people. The millions of adults who have already switched are too often ignored. Leading reviews place the relative risk well below that of combustible tobacco. Responsible regulation, not prohibition, is the proportionate path forward honestly honestly."
p0255,syn_00,synthetic,advertising_regulation,"Informed adult users ought to keep access to reduced-risk options. At the same time, informed adults do not need the state to decide this for them. Prohibition tends to hand the market to unregulated illicit suppliers. It is that simple. Balanced, evidence-based policy protects both adults and young people."
p0256,org_24,organic,flavour_restrictions,"i switched and it helped me but i wouldnt recommned it to a non smoker vaping got me off a 20-a-day habit afte r15 years, leave it alone we banned cig ads for a reason, why is this any different advertisign near schools should just be illegal full stop"
p0257,syn_10,synthetic,advertising_regulation,"Scientific evidence continues to position these products as less harmful. Crucially, driving products underground makes them less safe, not more. Policymakers should pursue evidence-based policy rather than restriction."
p0258,org_06,organic,taxation,"the tax hike means i might as well smoke again, great job 😂 vaping got me off a 20-a-day habit after 15 years, leave it alone !!"
p0259,org_09,organic,advertising_regulation,"two years smoke free this month and I'm not going back to analogues 👀 imo teh evidence that switching is less harmful saved my life, full stop 💀 imo two years smoke free this month and I'm not going back to analogues 🙄 the corner shop near me got raided for selling to kids, that's the real problem not me ??"
p0260,org_21,organic,taxation,"my nephew vapes more than he breathes, ban teh sweet ones already enforcement matters more than the wording of the statute honestly balanced regulation matters i mean both sides have a point? protect kids but dont punish quitters"
p0261,syn_07,synthetic,flavour_restrictions,"Scientific evidence continues to position these products as less harmful. That said, the millions of adults who have already switched are too often ignored. Notably, overly strict rules may drive ex-smokers back to far more harmful products. Let us be clear."
p0262,syn_02,synthetic,advertising_regulation,"Informed adults do not need the state to decide this for them. In practice, raising taxes on safer products simply protects the cigarette trade. Policymakers should pursue evidence-based policy rather than restriction."
p0263,syn_10,synthetic,youth_exposure,Respecting adult autonomy is consistent with protecting young people. Grown consumers are entitled to make their own choices about safer products. Prohibition tends to hand the market to unregulated illicit suppliers. Policymakers should pursue evidence-based policy rather than restriction.
p0264,pro_02,professional,advertising_regulation,"The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour. Our briefing summarises the trial evidence without overstating the strength of individual findings."
p0265,mix_00,mixed,harm_reduction_framing,"Grown consumers are entitled to make their own choices about safer products. In practice, prohibition tends to hand the market to unregulated illicit suppliers. Balanced, evidence-based policy protects both adults and young people - just saying 🔥"
p0266,org_30,organic,enforcement_policy,"got a sore throat from a dodgy disposable, never again evidence is mixed and policy should reflect that uncertainty enforcement matters more than the wording of the statute honestly"
p0267,syn_12,synthetic,retail_licensing,"Let us be clear. Regressive taxes on these products undermine public health goals. A measured framework shields minors while preserving adult access. Importantly, innovation in this category has helped many adults move away from smoking. A proportionate, evidence-based approach serves public health best."
p0268,syn_06,synthetic,taxation,"Excise hikes fall hardest on lower-income adults trying to quit smoking. Importantly, a measured framework shields minors while preserving adult access. A proportionate, evidence-based approach serves public health best."
p0269,pro_06,professional,flavour_restrictions,We caution against framing that treats commercial messaging as neutral public information. We will continue to scrutinise third-party groups that do not disclose their funding sources.
p0270,syn_04,synthetic,flavour_restrictions,"Respecting adult autonomy is consistent with protecting young people. Crucially, applying the rules already on the books works better than fresh prohibitions."
p0271,org_12,organic,advertising_regulation,"enforcement matters more than the wording of the statute honestly flavours like bubblegum are obviously aimed at teenaegrs come on vapes hop guy was actually really helpful tbf tried the mango pods, way too sweetf or me, went back to mint"
p0272,mix_01,mixed,retail_licensing,"ok so this matters. Punitive taxation penalises the very smokers we want to help switch. treating adult consumers as incapable of informed choice is patronising. Balanced, evidence-based policy protects both adults and young people fwiw"
p0273,syn_00,synthetic,youth_exposure,"Continued innovation offers adult smokers a credible smoke-free pathway. At the same time, stronger enforcement of existing safeguards is preferable to broad new bans. Ultimately, respecting adult autonomy is consistent with protecting young people. Responsible regulation, not prohibition, is the proportionate path forward."
p0274,mix_03,mixed,enforcement_policy,"international evidence suggests these products are markedly less harmful than smoking. Responsible adults should really really retain the freedom to choose smoke-free products. Flavour bans risk pushing former smokers back toward combustible cigarettes. This matters. A proportionate, evidence-based approach serves public health best 💀"
p0275,mix_07,mixed,age_restrictions,"ok so driving products underground makes them less safe, not more. That said, we should really really make it easier, not harder, for adults to leave smoking behind. The proportionate response is responsible regulation grounded in evidence (my view)."
p0276,syn_12,synthetic,flavour_restrictions,"Innovation in this category has helped many adults move away from smoking. Importantly, excise hikes fall hardest on lower-income adults trying to quit smoking. Ultimately, informed adults do not need the state to decide this for them. Balanced, evidence-based policy protects both adults and young people."
p0277,org_19,organic,enforcement_policy,"ngl prohibition never works, it just creates a black market wait guess we'll see what the consultation says … idk nanny state nonsense, regulate the cowboys not the rest of us 👀"
p0278,mix_08,mixed,taxation,this matters. Enforcing existing age verification is more effective than new blanket rules. a growing body of evidence frames these alternatives as reduced-risk. Sensible oversight protects children without resorting to outright bans honestly.
p0279,syn_15,synthetic,age_restrictions,Responsible adults should retain the freedom to choose smoke-free products. Adults can weigh the risks and make informed decisions for themselves. This matters imo.
p0280,mix_02,mixed,age_restrictions,"Excise hikes fall hardest on lower-income adults trying to quit smoking. Let us be clear. Ultimately, driving products underground makes them less safe, not more. A proportionate, evidence-based approach serves public health best honestly."
p0281,syn_13,synthetic,taxation,Adults can weigh the risks and make informed decisions for themselves. Advances in this sector give adult consumers a viable less harmful route. A growing body of evidence frames these alternatives as reduced-risk. The proportionate response is responsible regulation grounded in evidence.
p0282,org_04,organic,youth_exposure,real talk balnaced regulation is fine but please don't price ordinary quitters out ?? the innovation in these devices is teh only reason I'm not smoking todya !!
p0283,pro_08,professional,taxation,We will continue to scrutinise third-party groups that do not disclose their funding sources. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0284,org_29,organic,harm_reduction_framing,vape shop guy was actually really helpful tbf 💀
p0285,pro_06,professional,advertising_regulation,We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed. Survey data from our regional partners show uneven retailer compliance with existing age checks.
p0286,syn_15,synthetic,age_restrictions,"Driving products underground makes them less safe, not more. Notably, informed adults do not need the state to decide this for them."
p0287,org_00,organic,youth_exposure,"nah tax them like cigarettes, simple ?? tax them like cigarettes, simple 😂"
p0288,syn_05,synthetic,retail_licensing,"A measured framework shields minors while preserving adult access. That said, informed adults do not need the state to decide this for them. A proportionate, evidence-based approach serves public health best."
p0289,org_32,organic,retail_licensing,"i've watched friends go back to cigarettes after flavour bans, it's heartbreaking honestly 🔥 I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults personal responsibiilty matters but so does keeping safer options affordable and legal"
p0290,pro_09,professional,retail_licensing,"The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour. Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data. Independent review of the latest cohort study suggests the relative-risk picture remains uncertain and warrants caution. Our organisation urges members to respond to the consultation before the deadline this Friday."
p0291,syn_02,synthetic,taxation,"Adults can weigh the risks and make informed decisions for themselves. Importantly, cessation support should include the option that actually works for people. Balanced, evidence-based policy protects both adults and young people."
p0292,org_01,organic,retail_licensing,"ok so anyone know if the new menthol ones are any good real talk switched 3 years ago and my chest feels so much better ?? the science seems messy honestly, depends which study you read 💀 see enforcement is non existent round here, shops sell to anyone 🙄 yeah anyone knowi f the new menthol ones are any good 😂"
p0293,syn_07,synthetic,enforcement_policy,"We should not abandon the smokers who finally found something that works. Ultimately, adults can weigh the risks and make informed decisions for themselves. The proportionate response is responsible regulation grounded in evidence."
p0294,org_08,organic,advertising_regulation,honestly two years smoke free this month and I'm not going back to analogues 💀 imo the innovation in these devices is the only reason I'm not smoking today 💀
p0295,org_10,organic,enforcement_policy,switched 3 years ago and my chest feels so much better
p0296,org_38,organic,enforcement_policy,"imo smoke-free alternatives worked for me when patches and gum never did 🔥 the evidence that switching is less harmful saved my life, full stop 💀 personal responsibility matters but so does keeping safer options affordable and legal"
p0297,org_23,organic,harm_reduction_framing,"honestly my doctor actually suggested I try it and I never looked back I'm not industry, I'm just someone who quit, and I want evidence-based policy not panic ??"
p0298,syn_01,synthetic,harm_reduction_framing,"The data increasingly recognise the harm reduction potential of these options. Better enforcement of current age limits beats sweeping new restrictions. Responsible regulation, not prohibition, is the proportionate path forward."
p0299,mix_07,mixed,advertising_regulation,"better enforcement of current age limits beats sweeping new restrictions. That said, leading reviews place the relative risk well below that of combustible tobacco. A proportionate, evidence-based approach serves public health best."
p0300,syn_00,synthetic,flavour_restrictions,Policy debate overlooks the adults who quit smoking using these products. Applying the rules already on the books works better than fresh prohibitions.
p0301,mix_00,mixed,enforcement_policy,"scientific evidence continues to position these products as less harmful. That said, driving products underground makes them less safe, not more. That said, the voices of successful adult switchers are missing from this conversation. Balanced, evidence-based policy protects both adults and young people tbh 👀"
p0302,org_34,organic,retail_licensing,look anyway who's watching the match tonight 🤷 vape shop guy was actually really helpful tbf 🤷 guess we'll see what the consultation says 🙄
p0303,org_04,organic,youth_exposure,I quit a 25-year habit with vaping and I genuinely believe in harm reduction fora dults 🔥 the innovation in these devices is the only reason I'm not smkoing today … honestly as an ex-smoker I think adult choice has to count for something in this debate 🤷
p0304,pro_09,professional,youth_exposure,We caution against framing that treats commercial messaging as neutral public information. We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals.
p0305,org_05,organic,age_restrictions,imo off topic but the new phone update is terrible 💀
p0306,syn_10,synthetic,harm_reduction_framing,"Better enforcement of current age limits beats sweeping new restrictions. Importantly, the comparative-risk picture clearly favours these products over cigarettes. A proportionate, evidence-based approach serves public health best."
